time_min,temp_C,OD600,strain,well,media,pos_selection,promoter,volume_marker,date,run_number
24.166666666666668,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
49.166666666666664,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
74.16666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
99.16666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
124.16666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
149.16666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
174.16666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
199.16666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
224.16666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
249.16666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
274.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
299.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
324.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
349.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
374.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
399.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
424.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
449.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
474.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
499.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
524.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
549.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
574.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
599.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
624.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
649.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
674.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
699.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
724.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
749.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
774.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
799.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
824.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
849.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
874.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
899.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
924.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
949.1666666666666,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
974.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
999.1666666666666,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
1024.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
1049.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
1074.1666666666667,37.1,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
1099.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
1124.1666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_µg/ml_tc,blank,blank,20210713,2
